"sample_id","bees_num","date","season","site","native_or_non","sampling","plant_species","time","bee_species","sex","specialized_on","parasitic","nesting","status","nonnative_bee"
17412,3,"05/02/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1050,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17412,3,"05/02/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1050,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Lasioglossum vierecki","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Lasioglossum vierecki","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada pygmaea","m",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","f",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","f",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","f",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","f",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada articulata","f",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Lasioglossum pilosum","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Lasioglossum pilosum","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Osmia pumila","f",null,0,"wood",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Osmia pumila","f",null,0,"wood",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Osmia taurus","f",null,0,"wood",null,1
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Andrena banksi","f",null,null,null,null,null
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Apis mellifera","f",null,0,"hive",null,1
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Apis mellifera","f",null,0,"hive",null,1
17413,32,"05/02/2017","early.season","C","native","pan traps","None",915,"Apis mellifera","f",null,0,"hive",null,1
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada articulata","m",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada articulata","m",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Apis mellifera","f",null,0,"hive",null,1
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Apis mellifera","f",null,0,"hive",null,1
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Apis mellifera","f",null,0,"hive",null,1
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Augochlorella aurata","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Lasioglossum pilosum","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Lasioglossum versatum","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Lasioglossum versatum","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","f",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","f",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Andrena (Trachandrena)","m",null,null,"ground",null,null
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Augochlorella aurata","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Osmia distincta","m","Penstemon",0,null,"uncommon",0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Augochlorella aurata","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Agapostemon splendens","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Agapostemon texanus","f",null,0,"ground",null,0
17414,28,"05/02/2017","early.season","C","non-native","pan traps","None",915,"Nomada australis","m",null,1,"parasite [ground]",null,0
17415,3,"05/02/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1600,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17415,3,"05/02/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1600,"Nomada articulata","m",null,1,"parasite [ground]",null,0
17415,3,"05/02/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1600,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17415,2,"05/02/2017","early.season","C","non-native","hand netting","Trifolium incarnatum",1600,"Osmia pumila","f",null,0,"wood",null,0
17415,2,"05/02/2017","early.season","C","non-native","hand netting","Trifolium incarnatum",1600,"Osmia pumila","f",null,0,"wood",null,0
17415,1,"05/02/2017","early.season","C","non-native","hand netting","Trifolium repens",1600,"Osmia atriventris","f",null,0,"wood",null,0
17416,6,"05/16/2017","early.season","A","native","pan traps","None",955,"Augochlorella aurata","f",null,0,"ground",null,0
17416,6,"05/16/2017","early.season","A","native","pan traps","None",955,"Augochlorella aurata","f",null,0,"ground",null,0
17416,6,"05/16/2017","early.season","A","native","pan traps","None",955,"Augochlorella aurata","f",null,0,"ground",null,0
17416,6,"05/16/2017","early.season","A","native","pan traps","None",955,"Lasioglossum coreopsis","f",null,0,"ground",null,0
17416,6,"05/16/2017","early.season","A","native","pan traps","None",955,"Ceratina mikmaqi","f",null,0,"wood",null,0
17416,6,"05/16/2017","early.season","A","native","pan traps","None",955,"Eucera hamata","f",null,0,"ground",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Augochlorella aurata","f",null,0,"ground",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Agapostemon virescens","f",null,0,"ground",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Augochlorella aurata","f",null,0,"ground",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Andrena nasonii","f",null,0,"ground",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Hoplitis producta","f",null,0,"wood",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Lasioglossum tegulare","f",null,0,"ground",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Hoplitis producta","f",null,0,"wood",null,0
17417,9,"05/16/2017","early.season","A","non-native","pan traps","None",955,"Osmia subfasciata","m",null,0,"wood/shell",null,0
17418,1,"05/16/2017","early.season","A","non-native","hand netting","Melilotus officinalis",1225,"Augochloropsis metallica_metallica","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Agapostemon texanus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus confusus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
